ID,Nhà cung cấp,Ngày nhập gần đây,Đơn giá nhập,Tổng nhập,ID Khach hang,Ngày,Đơn giá MIN,Tổng nhập
ZA-60TKZ3502ARA,QUANGVU,2022-07-09 00:00:00,320000,1,QUANGVU,2022-07-09 00:00:00,320000,1
16577-0D030-A,CHPT-MINHANH,2022-07-11 00:00:00,80000,10,CHPT-MINHANH,2022-07-11 00:00:00,80000,10
16620-28090,NCC-KHANGTHANG,2022-07-11 00:00:00,2150000,1,NK-LED,2022-06-21 00:00:00,1494748,30
31230-12181-A,CHPT-MINHANH,2022-07-11 00:00:00,310000,30,CHPT-MINHANH,2022-06-01 00:00:00,310000,10
31230-12181-A,CHPT-MINHANH,2022-07-11 00:00:00,310000,30,CHPT-MINHANH,2022-07-11 00:00:00,310000,30
45503-60040,NCC-QUANGNINH,2022-07-11 00:00:00,1250000,5,NCC-QUANGNINH,2022-07-11 00:00:00,1250000,5
48068-08040,NCC-KHANGTHANG,2022-07-11 00:00:00,2850000,2,NCC-KHANGTHANG,2022-07-11 00:00:00,2850000,2
48069-08040,NCC-KHANGTHANG,2022-07-11 00:00:00,2850000,2,NCC-KHANGTHANG,2022-07-11 00:00:00,2850000,2
48520-09S70,NCC-KHANGTHANG,2022-07-11 00:00:00,2600000,2,NCC-KHANGTHANG,2022-06-09 00:00:00,5200000,6
48520-09S70,NCC-KHANGTHANG,2022-07-11 00:00:00,2600000,2,NCC-KHANGTHANG,2022-07-11 00:00:00,2600000,2
48530-69425,NCC-KHANGTHANG,2022-07-11 00:00:00,580000,6,NCC-KHANGTHANG,2022-04-15 00:00:00,580000,4
48530-69425,NCC-KHANGTHANG,2022-07-11 00:00:00,580000,6,NCC-KHANGTHANG,2022-07-11 00:00:00,580000,6
48620-50081,NCC-KHANGTHANG,2022-07-11 00:00:00,3150000,1,NCC-KHANGTHANG,2022-07-11 00:00:00,3150000,1
48640-50081,NCC-KHANGTHANG,2022-07-11 00:00:00,3150000,1,NCC-KHANGTHANG,2022-07-11 00:00:00,3150000,1
48810-50020,NCC-KHANGTHANG,2022-07-11 00:00:00,770000,5,NCC-KHANGTHANG,2022-07-11 00:00:00,770000,5
48820-50030,NCC-KHANGTHANG,2022-07-11 00:00:00,770000,5,NCC-KHANGTHANG,2022-07-11 00:00:00,770000,5
89422-33030,HTAUTOHN,2022-07-11 00:00:00,648000,1,HTAUTOHN,2022-07-11 00:00:00,648000,1
90916-A2022,NCC-QUANGNINH,2022-07-11 00:00:00,350000,10,NCC-QUANGNINH,2022-05-05 00:00:00,350000,10
90916-A2022,NCC-QUANGNINH,2022-07-11 00:00:00,350000,10,NCC-QUANGNINH,2022-06-20 00:00:00,350000,20
90916-A2022,NCC-QUANGNINH,2022-07-11 00:00:00,350000,10,NCC-QUANGNINH,2022-07-11 00:00:00,350000,10
45460-39615,HTAUTOHN,2022-07-12 00:00:00,1143000,1,HTAUTOHN,2022-07-12 00:00:00,1143000,1
B2220,TKC,2022-07-12 00:00:00,712353,20,TKC,2022-04-02 00:00:00,687112,50
B2350,TKC,2022-07-12 00:00:00,812751,200,TKC,2022-04-02 00:00:00,783953,200
B3212,TKC,2022-07-12 00:00:00,717134,20,TKC,2022-04-02 00:00:00,691724,100
B3213,TKC,2022-07-12 00:00:00,717134,20,TKC,2022-04-02 00:00:00,691724,100
B3214,TKC,2022-07-12 00:00:00,717134,20,TKC,2022-04-02 00:00:00,691724,100
B3215,TKC,2022-07-12 00:00:00,717134,20,TKC,2022-04-02 00:00:00,691724,100
B3232,TKC,2022-07-12 00:00:00,717134,20,TKC,2022-04-02 00:00:00,691724,50
B3233,TKC,2022-07-12 00:00:00,717134,20,TKC,2022-04-02 00:00:00,691724,100
B3239,TKC,2022-07-12 00:00:00,717134,50,TKC,2022-04-02 00:00:00,691724,150
B3240,TKC,2022-07-12 00:00:00,717134,50,TKC,2022-04-02 00:00:00,691724,100
B3251,TKC,2022-07-12 00:00:00,741038,50,TKC,2022-04-05 00:00:00,713310,100
B3252,TKC,2022-07-12 00:00:00,741038,50,TKC,2022-04-05 00:00:00,713310,100
B3253,TKC,2022-07-12 00:00:00,717134,50,TKC,2022-04-05 00:00:00,690300,100
B3254,TKC,2022-07-12 00:00:00,717134,50,TKC,2022-04-05 00:00:00,690300,100
B3295,TKC,2022-07-12 00:00:00,717134,50,TKC,2022-04-05 00:00:00,690300,100
B3296,TKC,2022-07-12 00:00:00,717134,50,TKC,2022-04-05 00:00:00,690300,150
B3339,TKC,2022-07-12 00:00:00,800800,50,TKC,2022-04-05 00:00:00,770835,50
B3340,TKC,2022-07-12 00:00:00,800800,50,TKC,2022-04-05 00:00:00,770835,50
B3341,TKC,2022-07-12 00:00:00,788847,50,TKC,2022-04-05 00:00:00,759330,100
B3342,TKC,2022-07-12 00:00:00,788847,50,TKC,2022-04-05 00:00:00,759330,100
E20018,TKC,2022-07-12 00:00:00,528289,50,TKC,2022-04-05 00:00:00,508521,200
E20045,TKC,2022-07-12 00:00:00,501994,50,DACYEN,2022-05-25 00:00:00,400000,23
E2949,TKC,2022-07-12 00:00:00,334662,20,TKC,2022-04-05 00:00:00,322140,50
E3599,TKC,2022-07-12 00:00:00,341834,30,TKC,2022-04-05 00:00:00,329043,100
E3796,TKC,2022-07-12 00:00:00,351396,50,TKC,2022-07-12 00:00:00,351396,50
E3803,TKC,2022-07-12 00:00:00,375300,100,TKC,2022-07-12 00:00:00,375300,100
SE-S011L,QUANGVU,2022-07-12 00:00:00,260000,3,QUANGVU,2022-07-12 00:00:00,260000,3
SE-S011R,QUANGVU,2022-07-12 00:00:00,260000,3,QUANGVU,2022-07-12 00:00:00,260000,3
SLK-8270,QUANGVU,2022-07-12 00:00:00,180000,6,QUANGVU,2022-07-12 00:00:00,180000,6
U2980,TKC,2022-07-12 00:00:00,549803,40,TKC,2022-04-05 00:00:00,529230,50
U3768,TKC,2022-07-12 00:00:00,533070,50,TKC,2022-04-05 00:00:00,513123,100
U3827,TKC,2022-07-12 00:00:00,478089,100,TKC,2022-04-02 00:00:00,461150,300
WPT-003V,HTAUTOHN,2022-07-12 00:00:00,390000,1,HTAUTOHN,2022-07-12 00:00:00,390000,1
WPT-111V,QUANGVU,2022-07-12 00:00:00,270000,2,QUANGVU,2022-07-12 00:00:00,270000,2
04111-16124,HTAUTOHN,2022-07-13 00:00:00,1762000,1,HTAUTOHN,2022-07-13 00:00:00,1762000,1
15330-0Y060,CHPT-MINHANH,2022-07-13 00:00:00,950000,1,HTAUTOHN,2022-04-11 00:00:00,900000,2
16331-13100,HTAUTOHN,2022-07-13 00:00:00,334000,1,HTAUTOHN,2022-07-13 00:00:00,334000,1
99366-H1700,CHPT-MINHANH,2022-07-13 00:00:00,1050000,1,CHPT-MINHANH,2022-07-13 00:00:00,1050000,1
SB-2932,HTAUTOHN,2022-07-13 00:00:00,296000,2,HTAUTOHN,2022-07-13 00:00:00,296000,2
SL-2935,HTAUTOHN,2022-07-13 00:00:00,220000,2,HTAUTOHN,2022-07-13 00:00:00,220000,2
SR-2930,HTAUTOHN,2022-07-13 00:00:00,286000,2,HTAUTOHN,2022-07-13 00:00:00,286000,2
11193-36010-A,HTAUTOHN,2022-07-14 00:00:00,40000,4,HTAUTOHN,2022-07-11 00:00:00,38800,10
23681-30010,NK-LED,2022-07-14 00:00:00,19650,50,NK-LED,2022-07-14 00:00:00,19650,50
23682-30020,NK-LED,2022-07-14 00:00:00,48470,50,NK-LED,2022-07-14 00:00:00,48470,50
31204-0K120,HTAUTOHN,2022-07-14 00:00:00,715000,1,HTAUTOHN,2022-07-14 00:00:00,715000,1
48157-0K010,CHPT-MINHANH,2022-07-14 00:00:00,330000,2,HTAUTOHN,2022-05-23 00:00:00,315000,2
6273044090,NN-QUYEN,2022-07-14 00:00:00,3800000,20,NN-QUYEN,2022-07-06 00:00:00,3800000,25
6273044090,NN-QUYEN,2022-07-14 00:00:00,3800000,20,NN-QUYEN,2022-07-09 00:00:00,3800000,5
6273044090,NN-QUYEN,2022-07-14 00:00:00,3800000,20,NN-QUYEN,2022-07-14 00:00:00,3800000,20
71193-T9A-T00,KL-DUCPHAT-Q5,2022-07-14 00:00:00,100000,1,KL-DUCPHAT-Q5,2022-07-14 00:00:00,100000,1
PL981849,NN-QUANGDEN,2022-07-14 00:00:00,950000,10,NN-QUANGDEN,2022-04-20 00:00:00,950000,10
PL981849,NN-QUANGDEN,2022-07-14 00:00:00,950000,10,NN-QUANGDEN,2022-06-04 00:00:00,950000,10
PL981849,NN-QUANGDEN,2022-07-14 00:00:00,950000,10,NN-QUANGDEN,2022-07-06 00:00:00,950000,10
PL981849,NN-QUANGDEN,2022-07-14 00:00:00,950000,10,NN-QUANGDEN,2022-07-14 00:00:00,950000,10
SM7136,QUANGVU,2022-07-14 00:00:00,380000,1,QUANGVU,2022-07-14 00:00:00,380000,1
04111-16231-G,NCC-LE,2022-07-15 00:00:00,1200000,1,NCC-LE,2022-07-15 00:00:00,1200000,1
11213-11070,HTAUTOHN,2022-07-15 00:00:00,334000,1,HTAUTOHN,2022-07-15 00:00:00,334000,1
23209-39146,HTAUTOHN,2022-07-15 00:00:00,2086000,4,HTAUTOHN,2022-07-15 00:00:00,2086000,4
48760-06220,CHPT-MINHANH,2022-07-15 00:00:00,1050000,1,CHPT-MINHANH,2022-01-14 00:00:00,1050000,1
48760-06220,CHPT-MINHANH,2022-07-15 00:00:00,1050000,1,CHPT-MINHANH,2022-07-15 00:00:00,1050000,1
AC8503C,HTAUTOHN,2022-07-15 00:00:00,81000,1,HTAUTOHN,2022-07-15 00:00:00,81000,1
04466-YZZAG,CHPT-MINHANH,2022-07-16 00:00:00,800000,1,HTAUTOHN,2022-01-13 00:00:00,720000,2
83530-60020,CHPT-MINHANH,2022-07-16 00:00:00,355000,3,CHPT-MINHANH,2022-07-16 00:00:00,355000,3
90316-72001-A,CHPT-MINHANH,2022-07-16 00:00:00,45000,5,CHPT-MINHANH,2022-01-12 00:00:00,45000,4
90316-72001-A,CHPT-MINHANH,2022-07-16 00:00:00,45000,5,CHPT-MINHANH,2022-07-16 00:00:00,45000,5
SB-1392,NK-TS,2022-07-16 00:00:00,123535,400,NK-TS,2022-07-16 00:00:00,123535,400
SB-1521,NK-TS,2022-07-16 00:00:00,134964,800,NK-TS,2022-07-16 00:00:00,134964,800
SB-1542,NK-TS,2022-07-16 00:00:00,200269,210,NK-TS,2022-07-16 00:00:00,200269,210
SB-1652,NK-TS,2022-07-16 00:00:00,123535,70,NK-TS,2022-07-16 00:00:00,123535,70
SB-3602,NK-TS,2022-07-16 00:00:00,100679,400,NK-TS,2022-07-16 00:00:00,100679,400
SB-3841,NK-TS,2022-07-16 00:00:00,167072,100,NK-TS,2022-07-16 00:00:00,167072,100
SB-3881,NK-TS,2022-07-16 00:00:00,165984,1000,NK-TS,2022-07-16 00:00:00,165984,1000
SB-3972,NK-TS,2022-07-16 00:00:00,228749,40,NK-TS,2022-07-16 00:00:00,228749,40
SB-5302,NK-TS,2022-07-16 00:00:00,228749,40,NK-TS,2022-07-16 00:00:00,228749,40
SB-5311,NK-TS,2022-07-16 00:00:00,176142,40,NK-TS,2022-07-16 00:00:00,176142,40
SB-6382L,NK-TS,2022-07-16 00:00:00,194464,30,NK-TS,2022-07-16 00:00:00,194464,30
SB-6382R,NK-TS,2022-07-16 00:00:00,194464,30,NK-TS,2022-07-16 00:00:00,194464,30
SB-7153,NK-TS,2022-07-16 00:00:00,129340,180,NK-TS,2022-07-16 00:00:00,129340,180
SB-7721,NK-TS,2022-07-16 00:00:00,162537,50,NK-TS,2022-07-16 00:00:00,162537,50
SB-7782,NK-TS,2022-07-16 00:00:00,177412,240,NK-TS,2022-07-16 00:00:00,177412,240
SB-7841,NK-TS,2022-07-16 00:00:00,160179,50,NK-TS,2022-07-16 00:00:00,160179,50
SB-H022,NK-TS,2022-07-16 00:00:00,201357,30,NK-TS,2022-07-16 00:00:00,201357,30
SE-1522,NK-TS,2022-07-16 00:00:00,143127,100,NK-TS,2022-07-16 00:00:00,143127,100
SE-1721,NK-TS,2022-07-16 00:00:00,115735,360,NK-TS,2022-07-16 00:00:00,115735,360
SE-1722,NK-TS,2022-07-16 00:00:00,143127,320,NK-TS,2022-07-16 00:00:00,143127,320
SE-2931,NK-TS,2022-07-16 00:00:00,95055,80,NK-TS,2022-07-16 00:00:00,95055,80
SE-3881,NK-TS,2022-07-16 00:00:00,134057,720,NK-TS,2022-07-16 00:00:00,134057,720
SE-6381L,NK-TS,2022-07-16 00:00:00,141857,120,NK-TS,2022-07-16 00:00:00,141857,120
SE-6381R,NK-TS,2022-07-16 00:00:00,141857,120,NK-TS,2022-07-16 00:00:00,141857,120
SE-7941,NK-TS,2022-07-16 00:00:00,141858,40,NK-TS,2022-07-16 00:00:00,141858,40
SE-T361,NK-TS,2022-07-16 00:00:00,127163,270,NK-TS,2022-07-16 00:00:00,127163,270
SE-T421L,NK-TS,2022-07-16 00:00:00,145485,250,NK-TS,2022-07-16 00:00:00,145485,250
SE-T421R,NK-TS,2022-07-16 00:00:00,145485,250,NK-TS,2022-07-16 00:00:00,145485,250
SL-1705,NK-TS,2022-07-16 00:00:00,129340,80,NK-TS,2022-07-16 00:00:00,129340,80
SL-3750,NK-TS,2022-07-16 00:00:00,159090,200,NK-TS,2022-07-16 00:00:00,159090,200
SL-3845,NK-TS,2022-07-16 00:00:00,132787,50,NK-TS,2022-07-16 00:00:00,132787,50
SL-H020,NK-TS,2022-07-16 00:00:00,144215,80,NK-TS,2022-07-16 00:00:00,144215,80
SL-T455,NK-TS,2022-07-16 00:00:00,109930,400,NK-TS,2022-07-16 00:00:00,109930,400
SR-1840,NK-TS,2022-07-16 00:00:00,134964,30,NK-TS,2022-07-16 00:00:00,134964,30
SR-6380,NK-TS,2022-07-16 00:00:00,160179,40,NK-TS,2022-07-16 00:00:00,160179,40
SR-T020,NK-TS,2022-07-16 00:00:00,147662,400,NK-TS,2022-07-16 00:00:00,147662,400
04111-0Y031,CHPT-MINHANH,2022-07-18 00:00:00,2450000,2,CHPT-MINHANH,2022-07-18 00:00:00,2450000,2
04111-21372,CHPT-MINHANH,2022-07-18 00:00:00,2150000,3,CHPT-MINHANH,2022-03-29 00:00:00,2150000,2
04111-21372,CHPT-MINHANH,2022-07-18 00:00:00,2150000,3,CHPT-MINHANH,2022-04-20 00:00:00,2150000,2
04111-21372,CHPT-MINHANH,2022-07-18 00:00:00,2150000,3,CHPT-MINHANH,2022-04-25 00:00:00,2150000,2
04111-21372,CHPT-MINHANH,2022-07-18 00:00:00,2150000,3,CHPT-MINHANH,2022-05-06 00:00:00,2150000,2
04111-21372,CHPT-MINHANH,2022-07-18 00:00:00,2150000,3,CHPT-MINHANH,2022-07-15 00:00:00,2150000,2
04111-21372,CHPT-MINHANH,2022-07-18 00:00:00,2150000,3,CHPT-MINHANH,2022-07-18 00:00:00,2150000,3
04465-48150,CHPT-MINHANH,2022-07-18 00:00:00,1430000,3,CHPT-MINHANH,2022-03-23 00:00:00,1380000,2
04465-48150,CHPT-MINHANH,2022-07-18 00:00:00,1430000,3,CHPT-MINHANH,2022-03-25 00:00:00,1380000,1
04465-48150,CHPT-MINHANH,2022-07-18 00:00:00,1430000,3,CHPT-MINHANH,2022-04-04 00:00:00,1380000,3
04466-60070,CHPT-MINHANH,2022-07-18 00:00:00,910000,2,CHPT-MINHANH,2022-07-18 00:00:00,910000,2
04466-YZZAL,CHPT-MINHANH,2022-07-18 00:00:00,680000,2,NK-TS,2022-02-26 00:00:00,492317,3
04478-0T011,NCC-KHANGTHANG,2022-07-18 00:00:00,630000,1,HTAUTOHN,2022-05-04 00:00:00,630000,1
04478-0T011,NCC-KHANGTHANG,2022-07-18 00:00:00,630000,1,HTAUTOHN,2022-06-07 00:00:00,630000,2
04478-0T011,NCC-KHANGTHANG,2022-07-18 00:00:00,630000,1,NCC-KHANGTHANG,2022-06-21 00:00:00,630000,2
04478-0T011,NCC-KHANGTHANG,2022-07-18 00:00:00,630000,1,NCC-KHANGTHANG,2022-06-28 00:00:00,630000,2
04478-0T011,NCC-KHANGTHANG,2022-07-18 00:00:00,630000,1,NCC-KHANGTHANG,2022-07-18 00:00:00,630000,1
04495-0K140,CHPT-MINHANH,2022-07-18 00:00:00,1000000,5,NK-TS,2022-02-26 00:00:00,755199,6
11115-0L021-A0,CHPT-MINHANH,2022-07-18 00:00:00,720000,2,CHPT-MINHANH,2022-07-18 00:00:00,720000,2
12361-38190,CHPT-MINHANH,2022-07-18 00:00:00,1580000,1,CHPT-MINHANH,2022-07-18 00:00:00,1580000,1
12363-0A081,CHPT-MINHANH,2022-07-18 00:00:00,820000,1,CHPT-MINHANH,2022-07-18 00:00:00,820000,1
13050-31170,CHPT-MINHANH,2022-07-18 00:00:00,2500000,1,NCC-KHANGTHANG,2022-04-27 00:00:00,2450000,2
13080-31050,CHPT-MINHANH,2022-07-18 00:00:00,2500000,1,CHPT-MINHANH,2022-07-18 00:00:00,2500000,1
13505-67042,NCC-QUANGNINH,2022-07-18 00:00:00,730000,15,NCC-QUANGNINH,2022-07-11 00:00:00,1460000,13
13505-67042,NCC-QUANGNINH,2022-07-18 00:00:00,730000,15,NCC-QUANGNINH,2022-07-18 00:00:00,730000,15
13550-75010,CHPT-MINHANH,2022-07-18 00:00:00,380000,1,CHPT-MINHANH,2022-07-18 00:00:00,380000,1
13561-0M010,CHPT-MINHANH,2022-07-18 00:00:00,220000,4,NK-TS,2022-02-26 00:00:00,146175,2
13566-36011,CHPT-MINHANH,2022-07-18 00:00:00,90000,2,CHPT-MINHANH,2022-07-18 00:00:00,90000,2
15100-21043,CHPT-MINHANH,2022-07-18 00:00:00,920000,2,CHPT-MINHANH,2022-07-18 00:00:00,920000,2
15330-0C020,CHPT-MINHANH,2022-07-18 00:00:00,780000,1,CHPT-MINHANH,2022-07-18 00:00:00,780000,1
15330-31030,CHPT-MINHANH,2022-07-18 00:00:00,1050000,1,CHPT-MINHANH,2022-07-18 00:00:00,1050000,1
15330-75010,NCC-KHANGTHANG,2022-07-18 00:00:00,900000,5,HTAUTOHN,2022-03-21 00:00:00,850000,2
16100-29085,CHPT-MINHANH,2022-07-18 00:00:00,1900000,2,NK-TS,2022-03-29 00:00:00,1465271,3
16603-36010,NCC-KHANGTHANG,2022-07-18 00:00:00,700000,1,NCC-KHANGTHANG,2022-07-18 00:00:00,700000,1
35330-48020,NCC-KHANGTHANG,2022-07-18 00:00:00,760000,5,NK-TS,2022-03-29 00:00:00,611606,3
45460-09240,CHPT-MINHANH,2022-07-18 00:00:00,860000,1,CHPT-MINHANH,2022-07-18 00:00:00,860000,1
45510-06041,HTAUTOHN,2022-07-18 00:00:00,8592260,2,HTAUTOHN,2022-06-29 00:00:00,8370000,1
46540-20070,CHPT-MINHANH,2022-07-18 00:00:00,220000,40,NK-TS,2022-03-29 00:00:00,188530,6
47731-04050,CHPT-MINHANH,2022-07-18 00:00:00,320000,4,CHPT-MINHANH,2022-04-05 00:00:00,320000,3
47731-04050,CHPT-MINHANH,2022-07-18 00:00:00,320000,4,CHPT-MINHANH,2022-07-18 00:00:00,320000,4
48619-0D011,CHPT-MINHANH,2022-07-18 00:00:00,120000,50,CHPT-MINHANH,2022-07-18 00:00:00,120000,50
84210-04010,CHPT-MINHANH,2022-07-18 00:00:00,230000,10,HTAUTOHN,2022-02-24 00:00:00,180000,2
84210-04010,CHPT-MINHANH,2022-07-18 00:00:00,230000,10,HTAUTOHN,2022-03-08 00:00:00,180000,1
84210-04010,CHPT-MINHANH,2022-07-18 00:00:00,230000,10,HTAUTOHN,2022-04-07 00:00:00,180000,10
90916-02708,NCC-KHANGTHANG,2022-07-18 00:00:00,1150000,3,NCC-KHANGTHANG,2022-07-18 00:00:00,1150000,3
90916-02727,NCC-KHANGTHANG,2022-07-18 00:00:00,850000,1,NCC-KHANGTHANG,2022-07-18 00:00:00,850000,1
SE-T021L,KL-QUANGSAIGON,2022-07-18 00:00:00,210000,2,KL-QUANGSAIGON,2022-07-18 00:00:00,210000,2
SE-T021R,KL-QUANGSAIGON,2022-07-18 00:00:00,210000,2,KL-QUANGSAIGON,2022-07-18 00:00:00,210000,2
ZA-58TKB3505A2RA,NCC-VUGIA,2022-07-18 00:00:00,420000,5,NCC-VUGIA,2022-07-18 00:00:00,420000,5
23220-0C201,NCC-THAILAND,2022-07-19 00:00:00,716800,39,NCC-THAILAND,2022-07-19 00:00:00,716800,39
27415-0W053,CHPT-MINHANH,2022-07-19 00:00:00,850000,1,CHPT-MINHANH,2022-05-14 00:00:00,850000,1
27415-0W053,CHPT-MINHANH,2022-07-19 00:00:00,850000,1,CHPT-MINHANH,2022-07-19 00:00:00,850000,1
45220-08030,CHPT-MINHANH,2022-07-19 00:00:00,3050000,2,CHPT-MINHANH,2022-07-19 00:00:00,3050000,2
48820-08020,CHPT-MINHANH,2022-07-19 00:00:00,1000000,1,CHPT-MINHANH,2022-01-12 00:00:00,940000,2
48820-08030,CHPT-MINHANH,2022-07-19 00:00:00,950000,2,HTAUTOHN,2022-01-15 00:00:00,890000,2
48820-08030,CHPT-MINHANH,2022-07-19 00:00:00,950000,2,HTAUTOHN,2022-02-18 00:00:00,890000,4
48820-26051,CHPT-MINHANH,2022-07-19 00:00:00,810000,2,CHPT-MINHANH,2022-07-15 00:00:00,810000,2
48820-26051,CHPT-MINHANH,2022-07-19 00:00:00,810000,2,CHPT-MINHANH,2022-07-19 00:00:00,810000,2
WPT-606V,HTAUTOHN,2022-07-19 00:00:00,467000,1,HTAUTOHN,2022-07-19 00:00:00,467000,1
04465-0K380,HTAUTOHN,2022-07-20 00:00:00,1239000,5,NK-TS,2022-02-26 00:00:00,1012467,50
45510-0T011,HTAUTOHN,2022-07-20 00:00:00,10000000,1,HTAUTOHN,2022-07-20 00:00:00,10000000,1
48510-69355,HTAUTOHN,2022-07-20 00:00:00,2810000,5,HTAUTOHN,2022-06-01 00:00:00,2655000,4
48510-69355,HTAUTOHN,2022-07-20 00:00:00,2810000,5,HTAUTOHN,2022-06-02 00:00:00,2655000,1
48654-0K010-NOK,QUANGVU,2022-07-20 00:00:00,130000,6,QUANGVU,2022-05-25 00:00:00,130000,2
48654-0K010-NOK,QUANGVU,2022-07-20 00:00:00,130000,6,QUANGVU,2022-05-30 00:00:00,130000,2
48654-0K010-NOK,QUANGVU,2022-07-20 00:00:00,130000,6,QUANGVU,2022-06-03 00:00:00,130000,2
48654-0K010-NOK,QUANGVU,2022-07-20 00:00:00,130000,6,QUANGVU,2022-06-08 00:00:00,130000,2
48654-0K010-NOK,QUANGVU,2022-07-20 00:00:00,130000,6,QUANGVU,2022-06-16 00:00:00,130000,2
48654-0K010-NOK,QUANGVU,2022-07-20 00:00:00,130000,6,QUANGVU,2022-07-20 00:00:00,130000,6
48655-0K010-NOK,QUANGVU,2022-07-20 00:00:00,130000,6,QUANGVU,2022-05-25 00:00:00,130000,2
48655-0K010-NOK,QUANGVU,2022-07-20 00:00:00,130000,6,QUANGVU,2022-06-03 00:00:00,130000,2
48655-0K010-NOK,QUANGVU,2022-07-20 00:00:00,130000,6,QUANGVU,2022-06-08 00:00:00,130000,2
48655-0K010-NOK,QUANGVU,2022-07-20 00:00:00,130000,6,QUANGVU,2022-06-16 00:00:00,130000,2
48655-0K010-NOK,QUANGVU,2022-07-20 00:00:00,130000,6,QUANGVU,2022-07-20 00:00:00,130000,6
90311-34021,CHPT-MINHANH,2022-07-20 00:00:00,100000,1,CHPT-MINHANH,2022-04-27 00:00:00,90000,2
04465-YZZE5,HTAUTOHN,2022-07-21 00:00:00,1220000,1,CHPT-MINHANH,2022-04-04 00:00:00,1160000,2
45510-48040,CHPT-MINHANH,2022-07-21 00:00:00,10000000,3,HTAUTOHN,2022-05-21 00:00:00,9450000,1
48540-80004,HTAUTOHN,2022-07-21 00:00:00,3000000,1,HTAUTOHN,2022-04-26 00:00:00,2835000,1
48540-80004,HTAUTOHN,2022-07-21 00:00:00,3000000,1,HTAUTOHN,2022-04-28 00:00:00,2835000,2
11115-36031,CHPT-MINHANH,2022-07-22 00:00:00,680000,1,CHPT-MINHANH,2022-04-01 00:00:00,650000,3
12361-38210,HTAUTOHN,2022-07-22 00:00:00,2572000,2,HTAUTOHN,2022-07-22 00:00:00,2572000,2
12363-36040,HTAUTOHN,2022-07-22 00:00:00,1067000,1,CHPT-MINHANH,2022-03-26 00:00:00,870000,1
13011-0L030,NK-IDAM,2022-07-22 00:00:00,1076864,4,NK-IDAM,2022-07-22 00:00:00,1076864,4
13011-0Y030,NK-IDAM,2022-07-22 00:00:00,489355,10,NK-IDAM,2022-07-22 00:00:00,489355,10
17801-0L050,NK-IDAM,2022-07-22 00:00:00,380139,1,NK-IDAM,2022-05-10 00:00:00,372742,29
31210-0K320,NK-IDAM,2022-07-22 00:00:00,1109581,50,NK-IDAM,2022-07-22 00:00:00,1109581,50
31250-0D221,NK-IDAM,2022-07-22 00:00:00,928809,500,NK-IDAM,2022-07-22 00:00:00,928809,500
31250-0K080,NK-IDAM,2022-07-22 00:00:00,1047441,300,NK-IDAM,2022-04-12 00:00:00,1022610,160
43310-09017,NK-IDAM,2022-07-22 00:00:00,569620,50,NK-IDAM,2022-05-10 00:00:00,526916,50
45503-0K070,NK-IDAM,2022-07-22 00:00:00,933988,50,NK-IDAM,2022-07-22 00:00:00,933988,50
47070-50040,NCC-KHANGTHANG,2022-07-22 00:00:00,14500000,1,NCC-KHANGTHANG,2022-07-22 00:00:00,14500000,1
48510-09Y40,NK-IDAM,2022-07-22 00:00:00,643058,1,NK-IDAM,2022-05-10 00:00:00,630546,7
48520-09R50,NK-IDAM,2022-07-22 00:00:00,643058,2,NK-IDAM,2022-05-10 00:00:00,630546,6
48609-0K020,NK-IDAM,2022-07-22 00:00:00,281514,10,NK-TRISTAN,2022-04-21 00:00:00,275319,10
90311-35020-A,HTAUTOHN,2022-07-22 00:00:00,72000,2,CHPT-MINHANH,2022-02-24 00:00:00,40000,10
90311-95013,NCC-QUANGNINH,2022-07-22 00:00:00,270000,20,NCC-QUANGNINH,2022-07-22 00:00:00,270000,20
90916-T2014,NK-IDAM,2022-07-22 00:00:00,241264,100,NK-IDAM,2022-07-22 00:00:00,241264,100
90916-T2039,NK-IDAM,2022-07-22 00:00:00,245031,200,NK-TRISTAN,2022-04-21 00:00:00,215007,97
90919-T2007,NK-IDAM,2022-07-22 00:00:00,415210,100,NK-IDAM,2022-04-12 00:00:00,381928,50
12361-0C010-NOK,QUANGVU,2022-07-23 00:00:00,180000,4,QUANGVU,2022-07-23 00:00:00,180000,4
13549-28012,CHPT-MINHANH,2022-07-23 00:00:00,100000,3,CHPT-MINHANH,2022-05-20 00:00:00,100000,3
13549-28012,CHPT-MINHANH,2022-07-23 00:00:00,100000,3,CHPT-MINHANH,2022-07-23 00:00:00,100000,3
35168-21011,HTAUTOHN,2022-07-23 00:00:00,239000,1,HTAUTOHN,2022-07-23 00:00:00,239000,1
3PD-5280,NN-TOANY,2022-07-23 00:00:00,180000,2,NN-TOANY,2022-07-23 00:00:00,180000,2
48157-06150,CHPT-MINHANH,2022-07-23 00:00:00,250000,2,CHPT-MINHANH,2022-07-23 00:00:00,250000,2
48531-69286,HTAUTOHN,2022-07-23 00:00:00,715000,2,HTAUTOHN,2022-07-23 00:00:00,715000,2
68950-0K251,CHPT-MINHANH,2022-07-23 00:00:00,450000,1,CHPT-MINHANH,2022-07-23 00:00:00,450000,1
68960-0K251,CHPT-MINHANH,2022-07-23 00:00:00,450000,1,CHPT-MINHANH,2022-07-23 00:00:00,450000,1
90916-03117,CHPT-MINHANH,2022-07-23 00:00:00,280000,3,CHPT-MINHANH,2022-01-06 00:00:00,280000,2
