ID,Nhà cung cấp,Ngày nhập gần đây,Đơn giá nhập,Tổng nhập,ID Khach hang,Ngày,Đơn giá MIN,Tổng nhập
JK272000-6930,NK-IDAS,2022-06-03 00:00:00,142516,3550,HTAUTOHN,2022-02-16 00:00:00,139000,300
JK272000-6930,NK-IDAS,2022-06-03 00:00:00,142516,3550,HTAUTOHN,2022-02-23 00:00:00,139000,100
JK272000-6930,NK-IDAS,2022-06-03 00:00:00,142516,3550,HTAUTOHN,2022-02-28 00:00:00,278000,600
48510-60121,HTAUTOHN,2022-06-04 00:00:00,3780000,2,CHPT-MINHANH,2022-04-06 00:00:00,3740000,1
48530-69485,HTAUTOHN,2022-06-04 00:00:00,4770000,2,HTAUTOHN,2022-06-04 00:00:00,4770000,2
48830-60030,CHPT-MINHANH,2022-06-04 00:00:00,700000,2,CHPT-MINHANH,2022-06-04 00:00:00,700000,2
13013-75100,HTAUTOHN,2022-06-07 00:00:00,1575000,1,HTAUTOHN,2022-06-07 00:00:00,1575000,1
13523-75030,CHPT-MINHANH,2022-06-07 00:00:00,270000,1,CHPT-MINHANH,2022-06-07 00:00:00,270000,1
195131-9460,CHPT-MINHANH,2022-06-07 00:00:00,720000,5,CHPT-MINHANH,2022-03-14 00:00:00,720000,1
195131-9460,CHPT-MINHANH,2022-06-07 00:00:00,720000,5,CHPT-MINHANH,2022-06-07 00:00:00,720000,5
48068-0K010-MIT,HTAUTOHN,2022-06-07 00:00:00,1377000,1,HTAUTOHN,2022-06-07 00:00:00,1377000,1
48069-0K010-MIT,HTAUTOHN,2022-06-07 00:00:00,1377000,1,HTAUTOHN,2022-06-07 00:00:00,1377000,1
171-1228,NCC-KHANGTHANG,2022-06-08 00:00:00,2200000,2,NCC-KHANGTHANG,2022-05-19 00:00:00,2200000,2
171-1228,NCC-KHANGTHANG,2022-06-08 00:00:00,2200000,2,NCC-KHANGTHANG,2022-06-08 00:00:00,2200000,2
171-1243,NCC-KHANGTHANG,2022-06-08 00:00:00,2400000,2,NCC-KHANGTHANG,2022-05-19 00:00:00,2400000,2
171-1243,NCC-KHANGTHANG,2022-06-08 00:00:00,2400000,2,NCC-KHANGTHANG,2022-06-08 00:00:00,2400000,2
43340-09090,HTAUTOHN,2022-06-08 00:00:00,1050000,1,HTAUTOHN,2022-06-08 00:00:00,1050000,1
48006-60031,NCC-KHANGTHANG,2022-06-08 00:00:00,16500000,1,NCC-KHANGTHANG,2022-06-08 00:00:00,16500000,1
06E103547AH,NCC-KHANGTHANG,2022-06-09 00:00:00,2100000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,2100000,1
06E115446,NCC-KHANGTHANG,2022-06-09 00:00:00,150000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,150000,1
06E115562C,NCC-KHANGTHANG,2022-06-09 00:00:00,360000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,360000,1
06E121018D,NCC-KHANGTHANG,2022-06-09 00:00:00,1900000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,1900000,1
06E121065N,NCC-KHANGTHANG,2022-06-09 00:00:00,400000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,400000,1
06E121111AL,NCC-KHANGTHANG,2022-06-09 00:00:00,1400000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,1400000,1
06E903137AB,NCC-KHANGTHANG,2022-06-09 00:00:00,450000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,450000,1
06E903137AE,NCC-KHANGTHANG,2022-06-09 00:00:00,750000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,750000,1
079103051F,NCC-KHANGTHANG,2022-06-09 00:00:00,450000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,450000,1
09D409189,NCC-KHANGTHANG,2022-06-09 00:00:00,450000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,450000,1
0C8321243,NCC-KHANGTHANG,2022-06-09 00:00:00,280000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,280000,1
13620-36041,NCC-KHANGTHANG,2022-06-09 00:00:00,4200000,2,NCC-KHANGTHANG,2022-06-09 00:00:00,4200000,2
16100-09261,HTAUTOHN,2022-06-09 00:00:00,1460000,3,NK-TS,2022-02-26 00:00:00,1108357,6
16620-0W101,NCC-KHANGTHANG,2022-06-09 00:00:00,1150000,3,NCC-KHANGTHANG,2022-06-09 00:00:00,1150000,3
23220-31120,HTAUTOHN,2022-06-09 00:00:00,3820000,1,HTAUTOHN,2022-06-09 00:00:00,3820000,1
31250-0W031,NCC-KHANGTHANG,2022-06-09 00:00:00,3100000,2,NCC-KHANGTHANG,2022-05-28 00:00:00,3050000,1
31250-0W031,NCC-KHANGTHANG,2022-06-09 00:00:00,3100000,2,NCC-KHANGTHANG,2022-05-30 00:00:00,3050000,4
43211-0K030,CHPT-MINHANH,2022-06-09 00:00:00,3500000,1,HTAUTOHN,2022-01-08 00:00:00,3390000,1
45510-42230,NCC-KHANGTHANG,2022-06-09 00:00:00,8500000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,8500000,1
48069-0K040,HTAUTOHN,2022-06-09 00:00:00,2835000,1,HTAUTOHN,2022-06-09 00:00:00,2835000,1
48069-0K100,HTAUTOHN,2022-06-09 00:00:00,2520000,1,HTAUTOHN,2022-06-09 00:00:00,2520000,1
48510-80308,HTAUTOHN,2022-06-09 00:00:00,2952000,2,HTAUTOHN,2022-01-04 00:00:00,2952000,1
48510-80308,HTAUTOHN,2022-06-09 00:00:00,2952000,2,HTAUTOHN,2022-01-07 00:00:00,2952000,1
48510-80308,HTAUTOHN,2022-06-09 00:00:00,2952000,2,HTAUTOHN,2022-01-11 00:00:00,5904000,2
48510-80308,HTAUTOHN,2022-06-09 00:00:00,2952000,2,HTAUTOHN,2022-01-12 00:00:00,2952000,2
48510-80308,HTAUTOHN,2022-06-09 00:00:00,2952000,2,HTAUTOHN,2022-01-26 00:00:00,2952000,1
48510-80308,HTAUTOHN,2022-06-09 00:00:00,2952000,2,HTAUTOHN,2022-03-28 00:00:00,2952000,1
48510-80308,HTAUTOHN,2022-06-09 00:00:00,2952000,2,HTAUTOHN,2022-04-26 00:00:00,2952000,1
48510-80308,HTAUTOHN,2022-06-09 00:00:00,2952000,2,HTAUTOHN,2022-06-09 00:00:00,2952000,2
48660-59016,NCC-KHANGTHANG,2022-06-09 00:00:00,3450000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,3450000,1
48670-59016,NCC-KHANGTHANG,2022-06-09 00:00:00,3450000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,3450000,1
48830-33040,NCC-KHANGTHANG,2022-06-09 00:00:00,720000,20,NCC-KHANGTHANG,2022-06-04 00:00:00,720000,10
48830-33040,NCC-KHANGTHANG,2022-06-09 00:00:00,720000,20,NCC-KHANGTHANG,2022-06-09 00:00:00,720000,20
4FD959565A,NCC-KHANGTHANG,2022-06-09 00:00:00,550000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,550000,1
4L0121051B,NCC-KHANGTHANG,2022-06-09 00:00:00,1500000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,1500000,1
51239175028,NCC-KHANGTHANG,2022-06-09 00:00:00,550000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,550000,1
7H0819631A,NCC-KHANGTHANG,2022-06-09 00:00:00,600000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,600000,1
7L0129620A,NCC-KHANGTHANG,2022-06-09 00:00:00,600000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,600000,1
7L0498201A,NCC-KHANGTHANG,2022-06-09 00:00:00,800000,2,NCC-KHANGTHANG,2022-06-09 00:00:00,800000,2
7L0511413B,NCC-KHANGTHANG,2022-06-09 00:00:00,225000,4,NCC-KHANGTHANG,2022-06-09 00:00:00,225000,4
7L0698151AG,NCC-KHANGTHANG,2022-06-09 00:00:00,3790000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,3790000,1
7L0698451H,NCC-KHANGTHANG,2022-06-09 00:00:00,2030000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,2030000,1
7L0907637,NCC-KHANGTHANG,2022-06-09 00:00:00,450000,2,NCC-KHANGTHANG,2022-06-09 00:00:00,450000,2
7L8121073D,NCC-KHANGTHANG,2022-06-09 00:00:00,1050000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,1050000,1
7L8122073E,NCC-KHANGTHANG,2022-06-09 00:00:00,1200000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,1200000,1
7L8122101D,NCC-KHANGTHANG,2022-06-09 00:00:00,1450000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,1450000,1
7L8411313B,NCC-KHANGTHANG,2022-06-09 00:00:00,170000,4,NCC-KHANGTHANG,2022-06-09 00:00:00,170000,4
7L8615301,NCC-KHANGTHANG,2022-06-09 00:00:00,3450000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,3450000,1
7L8615302,NCC-KHANGTHANG,2022-06-09 00:00:00,3450000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,3450000,1
7L8615601G,NCC-KHANGTHANG,2022-06-09 00:00:00,2600000,2,NCC-KHANGTHANG,2022-06-09 00:00:00,2600000,2
7P0525337F,NCC-KHANGTHANG,2022-06-09 00:00:00,1000000,1,NCC-KHANGTHANG,2022-06-09 00:00:00,1000000,1
7P0598201,NCC-KHANGTHANG,2022-06-09 00:00:00,800000,2,NCC-KHANGTHANG,2022-06-09 00:00:00,800000,2
89542-0T011,NCC-KHANGTHANG,2022-06-09 00:00:00,2550000,2,NCC-KHANGTHANG,2022-06-09 00:00:00,2550000,2
PL011851R,HTAUTOHN,2022-06-09 00:00:00,1475000,1,HTAUTOHN,2022-03-07 00:00:00,1300000,1
04111-31844,CHPT-MINHANH,2022-06-10 00:00:00,3800000,1,CHPT-MINHANH,2022-06-10 00:00:00,3800000,1
16031-38010,HTAUTOHN,2022-06-10 00:00:00,675000,1,CHPT-MINHANH,2022-04-06 00:00:00,500000,1
16620-0H021,NCC-LE,2022-06-10 00:00:00,2201278,5,NCC-QUANGNINH,2022-03-16 00:00:00,1550000,1
48157-52030,HTAUTOHN,2022-06-10 00:00:00,220000,1,HTAUTOHN,2022-06-10 00:00:00,220000,1
13540-22022,CHPT-MINHANH,2022-06-11 00:00:00,320000,1,CHPT-MINHANH,2022-06-11 00:00:00,320000,1
YN-TO-003,NCC-HUNGCUONG,2022-06-11 00:00:00,2400000,1,NCC-HUNGCUONG,2022-06-11 00:00:00,2400000,1
12371-0C072,NCC-THAILAND,2022-06-12 00:00:00,349907,10,NCC-THAILAND,2022-04-05 00:00:00,346187,10
04111-30579,NK-LED,2022-06-13 00:00:00,2032131,20,NK-TS,2022-02-26 00:00:00,1788714,2
04478-12060,HTAUTOHN,2022-06-13 00:00:00,585000,1,HTAUTOHN,2022-06-13 00:00:00,585000,1
04479-12260,HTAUTOHN,2022-06-13 00:00:00,570000,1,HTAUTOHN,2022-06-13 00:00:00,570000,1
13506-75050,NK-LED,2022-06-13 00:00:00,1092212,40,NK-LED,2022-06-13 00:00:00,1092212,40
16031-31020,CHPT-MINHANH,2022-06-13 00:00:00,550000,1,CHPT-MINHANH,2022-02-19 00:00:00,550000,1
16031-31020,CHPT-MINHANH,2022-06-13 00:00:00,550000,1,CHPT-MINHANH,2022-06-13 00:00:00,550000,1
48010-50213,NK-LED,2022-06-13 00:00:00,10887047,3,NK-LED,2022-06-13 00:00:00,10887047,3
48020-50213,NK-LED,2022-06-13 00:00:00,10887047,3,NK-LED,2022-06-13 00:00:00,10887047,3
48654-12120-NOK,QUANGVU,2022-06-13 00:00:00,80000,2,QUANGVU,2022-06-01 00:00:00,80000,2
48654-12120-NOK,QUANGVU,2022-06-13 00:00:00,80000,2,QUANGVU,2022-06-13 00:00:00,80000,2
48655-12170-NOK,QUANGVU,2022-06-13 00:00:00,110000,2,QUANGVU,2022-04-07 00:00:00,110000,2
48655-12170-NOK,QUANGVU,2022-06-13 00:00:00,110000,2,QUANGVU,2022-06-01 00:00:00,110000,2
48655-12170-NOK,QUANGVU,2022-06-13 00:00:00,110000,2,QUANGVU,2022-06-13 00:00:00,110000,2
90919-02255,NK-LED,2022-06-13 00:00:00,1007413,30,NK-LED,2022-06-13 00:00:00,1007413,30
90919-02256,NK-LED,2022-06-13 00:00:00,1007413,30,NK-LED,2022-06-13 00:00:00,1007413,30
46420-0K041,HTAUTOHN,2022-06-14 00:00:00,900000,1,HTAUTOHN,2022-05-24 00:00:00,900000,1
46420-0K041,HTAUTOHN,2022-06-14 00:00:00,900000,1,HTAUTOHN,2022-06-14 00:00:00,900000,1
90369-T0003,HTAUTOHN,2022-06-14 00:00:00,945000,3,NCC-THAILAND,2022-01-21 00:00:00,757570,20
A-T0-139,NCC-HUNGCUONG,2022-06-14 00:00:00,2900000,1,NCC-HUNGCUONG,2022-06-14 00:00:00,2900000,1
A-T0-19,NCC-HUNGCUONG,2022-06-14 00:00:00,2700000,1,NCC-HUNGCUONG,2022-06-14 00:00:00,2700000,1
04465-33471,NCC-KHANGTHANG,2022-06-15 00:00:00,1330000,10,NCC-KHANGTHANG,2022-05-23 00:00:00,1330000,2
04465-33471,NCC-KHANGTHANG,2022-06-15 00:00:00,1330000,10,NCC-KHANGTHANG,2022-06-15 00:00:00,1330000,10
04465-50240,NCC-KHANGTHANG,2022-06-15 00:00:00,1880000,2,NCC-KHANGTHANG,2022-06-15 00:00:00,1880000,2
04495-26240,CHPT-MINHANH,2022-06-15 00:00:00,900000,1,CHPT-MINHANH,2022-02-15 00:00:00,780000,1
04495-26240,CHPT-MINHANH,2022-06-15 00:00:00,900000,1,CHPT-MINHANH,2022-04-08 00:00:00,780000,1
16620-36013,NCC-KHANGTHANG,2022-06-15 00:00:00,2000000,2,NK-LED,2022-06-13 00:00:00,1811871,30
35974/STD,HTAUTOHN,2022-06-15 00:00:00,297000,1,HTAUTOHN,2022-06-15 00:00:00,297000,1
45503-59145,CHPT-MINHANH,2022-06-15 00:00:00,1320000,2,CHPT-MINHANH,2022-06-15 00:00:00,1320000,2
48531-80738,CHPT-MINHANH,2022-06-15 00:00:00,500000,6,CHPT-MINHANH,2022-03-12 00:00:00,500000,2
48531-80738,CHPT-MINHANH,2022-06-15 00:00:00,500000,6,CHPT-MINHANH,2022-04-07 00:00:00,500000,4
48531-80738,CHPT-MINHANH,2022-06-15 00:00:00,500000,6,CHPT-MINHANH,2022-06-15 00:00:00,500000,6
M729A1/STD,NCC-LE,2022-06-15 00:00:00,387206,7,NCC-LE,2022-06-15 00:00:00,387206,7
04465-42180,HTAUTOHN,2022-06-16 00:00:00,1395000,1,CHPT-MINHANH,2022-04-01 00:00:00,1240000,1
13050-21041,CHPT-MINHANH,2022-06-16 00:00:00,2050000,1,CHPT-MINHANH,2022-06-16 00:00:00,2050000,1
35330-60070,CHPT-MINHANH,2022-06-16 00:00:00,700000,1,CHPT-MINHANH,2022-06-16 00:00:00,700000,1
04465-YZZG1,HTAUTOHN,2022-06-17 00:00:00,1140000,50,HTAUTOHN,2022-06-17 00:00:00,1140000,50
48655-0K040-PSM,QUANGVU,2022-06-17 00:00:00,140000,2,QUANGVU,2022-06-17 00:00:00,140000,2
AB3Z-86-20A,HTAUTOHN,2022-06-17 00:00:00,405000,10,HTAUTOHN,2022-01-22 00:00:00,405000,1
AB3Z-86-20A,HTAUTOHN,2022-06-17 00:00:00,405000,10,HTAUTOHN,2022-05-31 00:00:00,405000,5
AB3Z-86-20A,HTAUTOHN,2022-06-17 00:00:00,405000,10,HTAUTOHN,2022-06-17 00:00:00,405000,10
13407-21032,CHPT-MINHANH,2022-06-18 00:00:00,1680000,1,CHPT-MINHANH,2022-05-06 00:00:00,1570000,1
28130-31040,HTAUTOHN,2022-06-18 00:00:00,252000,1,HTAUTOHN,2022-06-18 00:00:00,252000,1
WPT-010V,QUANGVU,2022-06-18 00:00:00,370000,1,QUANGVU,2022-06-18 00:00:00,370000,1
04495-0K120,NCC-HOANKIEM,2022-06-20 00:00:00,1065600,100,NCC-HOANKIEM,2022-06-20 00:00:00,1065600,100
13540-50030,HTAUTOHN,2022-06-20 00:00:00,720000,1,CHPT-MINHANH,2022-04-02 00:00:00,620000,1
17801-0T020,KIET-CHUBA,2022-06-20 00:00:00,0,1,KIET-CHUBA,2022-06-20 00:00:00,0,1
48609-0D150,CHPT-MINHANH,2022-06-20 00:00:00,420000,10,NK-CHI,2022-05-13 00:00:00,318708,10
77020-35102,HTAUTOHN,2022-06-20 00:00:00,6435000,1,HTAUTOHN,2022-06-20 00:00:00,6435000,1
90311-38083,CHPT-MINHANH,2022-06-20 00:00:00,80000,1,CHPT-MINHANH,2022-06-20 00:00:00,80000,1
90311-71002,CHPT-MINHANH,2022-06-20 00:00:00,310000,1,CHPT-MINHANH,2022-06-20 00:00:00,310000,1
90385-T0004,CHPT-MINHANH,2022-06-20 00:00:00,25000,80,NK-TS,2022-02-26 00:00:00,15670,70
04479-0T010,NCC-KHANGTHANG,2022-06-21 00:00:00,550000,5,CHPT-MINHANH,2022-06-15 00:00:00,520000,1
11213-75050,CHPT-MINHANH,2022-06-21 00:00:00,200000,2,CHPT-MINHANH,2022-03-14 00:00:00,200000,2
11213-75050,CHPT-MINHANH,2022-06-21 00:00:00,200000,2,CHPT-MINHANH,2022-03-25 00:00:00,200000,5
11213-75050,CHPT-MINHANH,2022-06-21 00:00:00,200000,2,CHPT-MINHANH,2022-05-11 00:00:00,200000,3
11213-75050,CHPT-MINHANH,2022-06-21 00:00:00,200000,2,CHPT-MINHANH,2022-06-21 00:00:00,200000,2
17801-0M020,CHPT-MINHANH,2022-06-21 00:00:00,240000,8,CHPT-MINHANH,2022-06-14 00:00:00,240000,1
17801-0M020,CHPT-MINHANH,2022-06-21 00:00:00,240000,8,CHPT-MINHANH,2022-06-21 00:00:00,240000,8
23280-75130,HTAUTOHN,2022-06-21 00:00:00,1530000,1,HTAUTOHN,2022-06-21 00:00:00,1530000,1
48620-50070,HTAUTOHN,2022-06-21 00:00:00,4455000,1,NK-TS,2022-03-29 00:00:00,3206176,2
48632-0K010-NOK,QUANGVU,2022-06-21 00:00:00,90000,6,QUANGVU,2022-06-06 00:00:00,80000,10
48640-50070,HTAUTOHN,2022-06-21 00:00:00,4140000,1,CHPT-MINHANH,2022-06-14 00:00:00,3850000,1
77024-42050,HTAUTOHN,2022-06-21 00:00:00,2205000,1,HTAUTOHN,2022-06-21 00:00:00,2205000,1
90919-02258,NK-LED,2022-06-21 00:00:00,1009407,1,NK-LED,2022-06-13 00:00:00,1009407,10
90919-02258,NK-LED,2022-06-21 00:00:00,1009407,1,NK-LED,2022-06-21 00:00:00,1009407,1
04466-YZZAA,HTAUTOHN,2022-06-22 00:00:00,855000,3,NK-TS,2022-03-29 00:00:00,699414,5
48510-60260,HTAUTOHN,2022-06-22 00:00:00,3735000,1,HTAUTOHN,2022-06-22 00:00:00,3735000,1
48710-60121,HTAUTOHN,2022-06-22 00:00:00,1638000,1,HTAUTOHN,2022-06-22 00:00:00,1638000,1
48710-60130,HTAUTOHN,2022-06-22 00:00:00,1845000,1,HTAUTOHN,2022-06-22 00:00:00,1845000,1
12361-0D220,HTAUTOHN,2022-06-23 00:00:00,1152000,1,NK-TS,2022-02-26 00:00:00,766425,2
12361-38260,CHPT-MINHANH,2022-06-23 00:00:00,1450000,1,CHPT-MINHANH,2022-02-12 00:00:00,1450000,1
12361-38260,CHPT-MINHANH,2022-06-23 00:00:00,1450000,1,CHPT-MINHANH,2022-06-23 00:00:00,1450000,1
12362-38020,CHPT-MINHANH,2022-06-23 00:00:00,1600000,1,CHPT-MINHANH,2022-06-23 00:00:00,1600000,1
12371-38100,CHPT-MINHANH,2022-06-23 00:00:00,1450000,1,CHPT-MINHANH,2022-02-12 00:00:00,1450000,1
12371-38100,CHPT-MINHANH,2022-06-23 00:00:00,1450000,1,CHPT-MINHANH,2022-06-23 00:00:00,1450000,1
16620-0W093,NCC-KHANGTHANG,2022-06-23 00:00:00,2050000,2,CHPT-MINHANH,2022-05-20 00:00:00,2000000,2
16620-0W093,NCC-KHANGTHANG,2022-06-23 00:00:00,2050000,2,CHPT-MINHANH,2022-06-09 00:00:00,2000000,1
7L8121073C,NCC-KHANGTHANG,2022-06-23 00:00:00,900000,1,NCC-KHANGTHANG,2022-06-23 00:00:00,900000,1
90919-02246,NCC-KHANGTHANG,2022-06-23 00:00:00,1230000,6,NCC-KHANGTHANG,2022-06-23 00:00:00,1230000,6
WL51-18-380AT,HTAUTOHN,2022-06-23 00:00:00,162000,3,HTAUTOHN,2022-06-22 00:00:00,162000,3
WL51-18-380AT,HTAUTOHN,2022-06-23 00:00:00,162000,3,HTAUTOHN,2022-06-23 00:00:00,162000,3
04465-YZZ57,CHPT-MINHANH,2022-06-24 00:00:00,860000,1,CHPT-MINHANH,2022-01-05 00:00:00,820000,3
13013-30031,HTAUTOHN,2022-06-24 00:00:00,2412000,1,HTAUTOHN,2022-06-24 00:00:00,2412000,1
13103-30200,HTAUTOHN,2022-06-24 00:00:00,1501000,4,HTAUTOHN,2022-06-24 00:00:00,1501000,4
16620-0S012,CHPT-MINHANH,2022-06-24 00:00:00,1000000,3,NK-TS,2022-03-29 00:00:00,694718,5
23280-21010,CHPT-MINHANH,2022-06-24 00:00:00,600000,2,CHPT-MINHANH,2022-03-14 00:00:00,600000,2
23280-21010,CHPT-MINHANH,2022-06-24 00:00:00,600000,2,CHPT-MINHANH,2022-06-24 00:00:00,600000,2
48609-33170,HTAUTOHN,2022-06-24 00:00:00,891000,2,HTAUTOHN,2022-06-24 00:00:00,891000,2
90311-T0016,HTAUTOHN,2022-06-24 00:00:00,135000,10,NCC-THAILAND,2022-04-02 00:00:00,91287,3
04465-YZZQ5-82,HTAUTOHN,2022-06-25 00:00:00,1053000,2,CHPT-MINHANH,2022-03-09 00:00:00,950000,2
31420-0K050,HTAUTOHN,2022-06-25 00:00:00,1215000,1,HTAUTOHN,2022-06-25 00:00:00,1215000,1
43550-42010,HTAUTOHN,2022-06-25 00:00:00,2610000,1,HTAUTOHN,2022-04-21 00:00:00,2610000,1
43550-42010,HTAUTOHN,2022-06-25 00:00:00,2610000,1,HTAUTOHN,2022-05-27 00:00:00,2610000,2
43550-42010,HTAUTOHN,2022-06-25 00:00:00,2610000,1,HTAUTOHN,2022-06-25 00:00:00,2610000,1
90311-40038,CHPT-MINHANH,2022-06-25 00:00:00,110000,3,CHPT-MINHANH,2022-01-13 00:00:00,110000,1
90311-40038,CHPT-MINHANH,2022-06-25 00:00:00,110000,3,CHPT-MINHANH,2022-06-25 00:00:00,110000,3
90311-50045,CHPT-MINHANH,2022-06-25 00:00:00,140000,3,CHPT-MINHANH,2022-03-15 00:00:00,140000,1
90311-50045,CHPT-MINHANH,2022-06-25 00:00:00,140000,3,CHPT-MINHANH,2022-06-25 00:00:00,140000,3
90916-02646,CHPT-MINHANH,2022-06-25 00:00:00,690000,1,HTAUTOHN,2022-01-04 00:00:00,590000,3
04465-YZZR5,CHPT-MINHANH,2022-06-27 00:00:00,1130000,2,CHPT-MINHANH,2022-04-07 00:00:00,1100000,3
04465-YZZR5,CHPT-MINHANH,2022-06-27 00:00:00,1130000,2,CHPT-MINHANH,2022-04-09 00:00:00,1100000,2
04465-YZZR5-82,CHPT-MINHANH,2022-06-27 00:00:00,1130000,8,CHPT-MINHANH,2022-04-15 00:00:00,1100000,5
12360-31011,HTAUTOHN,2022-06-27 00:00:00,1602000,1,HTAUTOHN,2022-06-27 00:00:00,1602000,1
16100-39466,CHPT-MINHANH,2022-06-27 00:00:00,1250000,1,CHPT-MINHANH,2022-05-28 00:00:00,1250000,2
16100-39466,CHPT-MINHANH,2022-06-27 00:00:00,1250000,1,CHPT-MINHANH,2022-06-27 00:00:00,1250000,1
48080-50233,CHPT-MINHANH,2022-06-27 00:00:00,11600000,4,HTAUTOHN,2022-03-09 00:00:00,10900000,1
48090-50233,CHPT-MINHANH,2022-06-27 00:00:00,11600000,3,NK-TS,2022-02-26 00:00:00,8505514,2
48531-0B090,HTAUTOHN,2022-06-27 00:00:00,423000,2,CHPT-MINHANH,2022-01-06 00:00:00,380000,2
48531-0B090,HTAUTOHN,2022-06-27 00:00:00,423000,2,CHPT-MINHANH,2022-01-14 00:00:00,380000,6
48531-0B090,HTAUTOHN,2022-06-27 00:00:00,423000,2,CHPT-MINHANH,2022-04-15 00:00:00,380000,2
P95948811,KL-HOANGGIASG,2022-06-27 00:00:00,750000,2,KL-HOANGGIASG,2022-06-27 00:00:00,750000,2
P95948812,KL-HOANGGIASG,2022-06-27 00:00:00,750000,2,KL-HOANGGIASG,2022-06-27 00:00:00,750000,2
46430-0K070,HTAUTOHN,2022-06-28 00:00:00,837000,1,HTAUTOHN,2022-06-28 00:00:00,837000,1
47028-30030,NCC-KHANGTHANG,2022-06-28 00:00:00,3580000,1,NCC-KHANGTHANG,2022-06-28 00:00:00,3580000,1
90311-35057-A,CHPT-MINHANH,2022-06-28 00:00:00,45000,8,CHPT-MINHANH,2022-02-24 00:00:00,40000,9
90916-A2011,HTAUTOHN,2022-06-28 00:00:00,1080000,1,HTAUTOHN,2022-06-28 00:00:00,1080000,1
99367-H2150,NCC-KHANGTHANG,2022-06-28 00:00:00,1250000,3,NCC-KHANGTHANG,2022-06-28 00:00:00,1250000,3
04465-48100,CHPT-MINHANH,2022-06-29 00:00:00,1550000,1,CHPT-MINHANH,2022-04-26 00:00:00,1350000,1
04465-48100,CHPT-MINHANH,2022-06-29 00:00:00,1550000,1,HTAUTOHN,2022-04-26 00:00:00,1350000,1
17048-T9A-T00,KL-DUCPHAT-Q5,2022-06-29 00:00:00,400000,1,KL-DUCPHAT-Q5,2022-06-29 00:00:00,400000,1
77024-02260,CHPT-MINHANH,2022-06-29 00:00:00,1400000,1,CHPT-MINHANH,2022-06-20 00:00:00,1400000,1
77024-02260,CHPT-MINHANH,2022-06-29 00:00:00,1400000,1,CHPT-MINHANH,2022-06-29 00:00:00,1400000,1
17045-T9A-000,KL-DUCPHAT-Q5,2022-06-30 00:00:00,1500000,1,KL-DUCPHAT-Q5,2022-06-30 00:00:00,1500000,1
20981593,NCC-KHANGTHANG,2022-06-30 00:00:00,24800000,1,NCC-KHANGTHANG,2022-06-30 00:00:00,24800000,1
45510-08010,HTAUTOHN,2022-06-30 00:00:00,8910000,1,HTAUTOHN,2022-02-28 00:00:00,8300000,1
45510-08010,HTAUTOHN,2022-06-30 00:00:00,8910000,1,HTAUTOHN,2022-03-04 00:00:00,8300000,1
48760-48040,HTAUTOHN,2022-06-30 00:00:00,990000,2,HTAUTOHN,2022-06-25 00:00:00,990000,1
48760-48040,HTAUTOHN,2022-06-30 00:00:00,990000,2,HTAUTOHN,2022-06-30 00:00:00,990000,2
PL011850R,HTAUTOHN,2022-06-30 00:00:00,1250000,5,HTAUTOHN,2022-06-30 00:00:00,1250000,5
R9500A1/M9500A1/STD,NCC-BONBAMOT,2022-06-30 00:00:00,600000,1,NCC-BONBAMOT,2022-06-24 00:00:00,600000,1
R9500A1/M9500A1/STD,NCC-BONBAMOT,2022-06-30 00:00:00,600000,1,NCC-BONBAMOT,2022-06-30 00:00:00,600000,1
04111-36047,NK-CHI,2022-07-01 00:00:00,2876400,1,NK-CHI,2022-07-01 00:00:00,2876400,1
04495-35230,CHPT-MINHANH,2022-07-01 00:00:00,1020000,1,CHPT-MINHANH,2022-07-01 00:00:00,1020000,1
12306-0C012,NK-CHI,2022-07-01 00:00:00,377880,25,NK-CHI,2022-05-13 00:00:00,376272,25
13506-28011,HTAUTOHN,2022-07-01 00:00:00,1278000,1,HTAUTOHN,2022-01-18 00:00:00,1150000,3
